HA,3,87,w1,w2,w3
2009,82,61,4,3,6
2010,82,70,3,6,-5
2011,82,73,1,-6,-6
2012,82,77,-4,-5,-6
2013,82,97,-6,5,6
2014,83,16,-4,0,0
2015,83,17,-2,2,3
2016,83,18,1,4,-1
2017,83,19,-1,-3,-3
2018,83,19,3,1,3
2019,83,21,-1,2,-4
2020,83,29,-2,-3,4
2021,83,33,4,1,-4
2022,83,38,1,-6,1
2023,83,40,6,-2,0
2024,83,41,3,-4,4
2025,83,41,4,-4,-3
2026,83,42,-4,-5,1
2027,83,42,-4,5,-1
2028,83,46,6,3,-1
2029,83,49,-6,-2,-3
2030,83,49,3,6,2
2031,83,52,0,4,6
2032,83,61,-6,3,-4
2033,83,70,-3,-5,-6
2034,83,70,5,3,6
2035,83,76,2,-6,-6
2036,83,77,4,6,-5
2037,83,86,-5,5,6
2038,84,9,-3,0,0
2039,84,14,-1,2,3
2040,84,18,0,-3,-3
2041,84,20,0,2,-4
2042,84,21,2,4,-1
2043,84,26,-1,-3,4
2044,84,26,4,1,3
2045,84,35,-3,-5,1
2046,84,35,-3,5,-1
2047,84,38,-5,-2,-3
2048,84,41,2,-6,1
2049,84,42,5,1,-4
2050,84,48,4,-4,4
2051,84,50,-5,3,-4
2052,84,50,5,-4,-3
2053,84,53,1,4,6
2054,84,54,-6,3,3
2055,84,56,-6,-2,4
2056,84,56,4,6,2
2057,84,65,-2,-5,-6
2058,84,77,-4,5,6
2059,84,81,3,-6,-6
2060,84,81,6,3,6
2061,84,86,5,6,-5
2062,85,10,3,-1,0
2063,85,13,0,2,3
2064,85,19,1,-3,-3
2065,85,21,1,2,-4
2066,85,25,0,-3,4
2067,85,26,3,4,-1
2068,85,29,-4,-2,-3
2069,85,30,-2,-5,1
2070,85,30,-2,5,-1
2071,85,35,5,1,3
2072,85,41,-4,3,-4
2073,85,43,-5,3,3
2074,85,45,-5,-2,4
2075,85,46,3,-6,1
2076,85,53,6,1,-4
2077,85,56,2,4,6
2078,85,57,5,-4,4
2079,85,61,6,-4,-3
2080,85,62,-1,-5,-6
2081,85,65,5,6,2
2082,85,70,-3,5,6
2083,85,88,-6,-4,-6
2084,85,88,4,-6,-6
2085,85,97,6,6,-5
2086,86,14,1,2,3
2087,86,17,4,-1,0
2088,86,22,-3,-2,-3
2089,86,22,2,-3,-3
2090,86,24,2,2,-4
2091,86,26,1,-3,4
2092,86,27,-1,-5,1
2093,86,27,-1,5,-1
2094,86,33,4,4,-1
2095,86,34,-4,3,3
2096,86,34,-3,3,-4
2097,86,36,-4,-2,4
2098,86,37,-6,1,0
2099,86,46,6,1,3
2100,86,53,-6,-4,1
2101,86,53,4,-6,1
2102,86,61,0,-5,-6
2103,86,61,3,4,6
2104,86,65,-2,5,6
2105,86,68,6,-4,4
2106,86,73,-6,6,-1
2107,86,76,6,6,2
2108,86,77,-5,-4,-6
2109,86,97,5,-6,-6
